"C","PYTHON","SQL","JAVA","JAVASCRIPT","C++","HTML","PERL","SWIFT","C#","PHP","CSS","R","BASH","RUBY","SCALA","GO","DELPHI","TYPESCRIPT","JQUERY"
"441","392","343","294","196","147","98","98","98","0","0","0","0","0","0","0","0","0","0","0"
