"C","C++","C#","PYTHON","JAVA","JAVASCRIPT","PHP","HTML","SQL","CSS","R","BASH","RUBY","PERL","SCALA","SWIFT","GO","DELPHI","TYPESCRIPT","MYSQL","FTP","DNS"
"33","62","80","10","218","105","186","188","169","138","3","0","3","8","0","8","2","5","0","194","7","6"
