"C","C++","C#","PYTHON","JAVA","JAVASCRIPT","PHP","HTML","SQL","CSS","R","BASH","RUBY","PERL","SCALA","SWIFT","GO","DELPHI","TYPESCRIPT","MYSQL","FTP","DNS"
"437","171","178","121","282","768","162","398","277","216","35","5","30","21","5","40","27","11","2","216","0","0"
