"JAVA","C","C++","SQL","HTML","C#","CSS","JAVASCRIPT","PHP","PYTHON","R","DELPHI","SWIFT","PERL","RUBY","BASH","GO","SCALA","TYPESCRIPT"
"986","915","884","841","815","600","435","312","287","145","46","42","40","29","23","8","7","5","2"
