"C","C++","C#","PYTHON","JAVA","JAVASCRIPT","PHP","HTML","SQL","CSS","R","BASH","RUBY","PERL","SCALA","SWIFT","GO","DELPHI","TYPESCRIPT","MYSQL","FTP"
"523","401","318","304","719","781","681","678","471","632","72","12","172","74","26","48","35","10","2","0","0"
