"C","C++","C#","PYTHON","JAVA","JAVASCRIPT","PHP","HTML","SQL","CSS","R","BASH","RUBY","PERL","SCALA","SWIFT","GO","DELPHI","TYPESCRIPT","MYSQL","FTP","DNS"
"122","126","106","9","192","67","163","200","169","138","3","0","3","6","0","7","0","4","0","186","7","13"
