"C","C++","C#","PYTHON","JAVA","JAVASCRIPT","PHP","HTML","SQL","CSS","R","BASH","RUBY","PERL","SCALA","SWIFT","GO","DELPHI","TYPESCRIPT","MYSQL","FTP"
"3018","2225","1952","894","3638","3004","2145","3415","2083","1759","156","25","228","455","121","135","69","68","91","804","25"
